Reference,Date,Year,Month,Day,Day,Time,Severity,Road_Class,Main_rd_no,Junction Detail,Light,Weather,Surface,Speed_limit,Cycle,TWMV,Child,Child_Pedestrian,Ped,Skid,HGV,LGV,PSV,School Journey,,Pedestrian-1_Sex,Pedestrian_1_Age,Pedestrian_1_Severity,Pedestria_1_Location,Pedestrian-1_Movement,Pedestrian_1_Mov_To,Location,Number_Vehicles,Vehicle_1_Type,Vehicle_1_Manouvres,Vehicle_1_From_Direction,Vehicle_1_To_Direction,Vehicle_1_Location,Vehicle_1_Skidding,Vehicle_2_Type,Vehicle_2_Manouvres,Vehicle_2_From_Direction,Vehicle_2_To_Direction,Vehicle_2_Location,Vehicle_ 2_Skidding,Vehicle_3_Type,V3_Manouvres,V3_From_Direction,V3_To_Direction,V3_Location,V3_Skidding,Easting,Northing
3614,20140113,2014,1,13,Monday,1001,Slight,B,1101,'T'/staggered junctn,Day,Uncoded,Wet/damp,30,Y,N,N,N,N,N,N,Y,N,N,0,,0,,,,,B1101 JOBS LANE JUNCTION WIMBLINGTON RD MARCH,2,Van/GV <=3.5t mgw,Turning right,W,SE,Entering main road,Did not skid,Pedal cycle,Going ahead,SE,NW,Mid jnctn - on rbout or main road,Did not skid,,,,,,,541628.7208,295152.4228
3615,20150110,2015,1,10,Saturday,1730,Slight,C,61,Cross roads,Dark,Fine (no wind),Dry,30,N,N,Y,N,N,N,N,N,N,N,0,,0,,,,,C61 MAYORS WALK JUNCTION ALDERMANS DRIVE PETERBOROUGH,2,Car,Slow or stopping,E,W,Approaching jnctn or waiting/parked,Did not skid,Car,Waiting to go ahd but held up,E,W,Approaching jnctn or waiting/parked,Did not skid,,,,,,,518090.2339,299267.8747
3616,20160109,2016,1,9,Saturday,815,Slight,C,233,Private drive/entry,Day,Fine (no wind),Wet/damp,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,QUEEN EDITH WAY OS 74 CAMBRIDGE,2,Pedal cycle,Going ahead,E,W,Mid jnctn - on rbout or main road,Did not skid,Car,Reversing,SE,N,Entering main road,Did not skid,,,,,,,547333.9403,255673.9434
3714,20140113,2014,1,13,Monday,720,Slight,A,1303,Roundabout,Day,Fine (no wind),Dry,60,N,Y,N,N,N,N,N,N,N,N,0,,0,,,,,A1303 JUNCTION C233 AIRPORT WAY CAMBRIDGE,2,Car,Turning right,SW,E,Entering roundabout,Did not skid,Motorcycle >500cc,Going ahead,E,W,Mid jnctn - on rbout or main road,Did not skid,,,,,,,549830.7839,259243.2716
3715,20150111,2015,1,11,Sunday,1425,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,FELLOWS RD JUNCTION MILTON RD PETERBOROUGH,2,Car,U-turning,E,E,Mid jnctn - on rbout or main road,Did not skid,Car,Going ahead,E,W,Mid jnctn - on rbout or main road,Did not skid,,,,,,,519303.1896,297172.2546
3716,20160109,2016,1,9,Saturday,1316,Slight,U,0,Roundabout,Day,Fine (no wind),Wet/damp,30,N,N,N,N,N,N,Y,N,N,N,0,,0,,,,,CARDINAL WAY HUNTINGDON,2,GV >= 7.5t mgw,Moving off,Parked,Parked,Approaching jnctn or waiting/parked,Did not skid,Car,Waiting to go ahd but held up,Parked,Parked,Approaching jnctn or waiting/parked,Did not skid,,,,,,,525539.9105,270152.7388
3813,20130103,2013,1,3,Thursday,1610,Slight,A,14,Not at junction,Dark,Fine (no wind),Dry,70,N,N,N,N,N,N,Y,N,N,N,0,,0,,,,,A14 WESTBOUND AT GODMANCHESTER,2,Car,Going ahead,E,W,"Not at,or within 20m of, junction",Did not skid,GV >= 7.5t mgw,Going ahead,E,W,"Not at,or within 20m of, junction",Did not skid,,,,,,,525542.7303,270533.5898
3814,20140113,2014,1,13,Monday,850,Slight,A,15,Not at junction,Day,Fine (no wind),Wet/damp,70,N,N,N,N,N,N,Y,N,N,N,0,,0,,,,,A15 WERRINGTON BY PASS 200M NORTH OF GUNTHORPE RD RDABT,2,Car,Going ahead,NW,SE,"Not at,or within 20m of, junction",Did not skid,GV >= 7.5t mgw,Slow or stopping,NW,SE,"Not at,or within 20m of, junction",Did not skid,,,,,,,518730.0671,303271.9985
3815,20150111,2015,1,11,Sunday,1225,Slight,A,142,Not at junction,Day,Fine (no wind),Wet/damp,60,N,Y,N,N,N,Y,N,N,N,N,0,,0,,,,,A142 ELY RD 50M NORTH OF SOHAM RD STUNTNEY,1,Motorcycle >500cc,Going ahead,SE,NW,"Not at,or within 20m of, junction",Skidded,,,,,,,,,,,,,555821.7772,277903.8001
3816,20160109,2016,1,9,Saturday,1800,Slight,U,0,'T'/staggered junctn,Dark,Rain (no wind),Wet/damp,20,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,GRANGE ROAD JUNCTION CRANMER ROAD CAMBRIDGE,2,Car,Turning left,S,W,Leaving main road,Did not skid,Pedal cycle,Going ahead,S,N,Mid jnctn - on rbout or main road,Did not skid,,,,,,,543981.0285,258050.9929
3914,20140115,2014,1,15,Wednesday,1610,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,20,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,KING ST OUTSIDE CAMBRIDGE BREW HOUSE PH JNCT KING ST,2,Car,Parked,Parked,Parked,Cleared jnctn or waiting/parked at,Did not skid,Pedal cycle,Ovrtking statny veh on offsde,W,E,Cleared jnctn or waiting/parked at,Did not skid,,,,,,,545109.3569,258694.8386
3915,20150112,2015,1,12,Monday,2100,Slight,A,1307,Cross roads,Dark,Rain (no wind),Wet/damp,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A1307 CAMBRIDGE ROAD JUNCTION HIGH ST BABRAHAM,2,Car,Turning right,SW,SE,Entering main road,Did not skid,Car,Going ahead,SE,NW,Mid jnctn - on rbout or main road,Did not skid,,,,,,,551617.1094,250660.0985
3916,20160111,2016,1,11,Monday,845,Slight,U,0,Not at junction,Day,Rain (no wind),Wet/damp,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,WESTBROOK PARK RD OUTSIDE NO 8 PETERBOROUGH,1,Car,Parked,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,518613.3006,297208.0443
4013,20130103,2013,1,3,Thursday,1700,Serious,A,10,Roundabout,Dark,Fine (no wind),Wet/damp,60,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A10 LITTLEPORT ROUNDABOUT EXACT LOC AND DIRECTIONS NK,1,Car,Going ahead,Parked,Parked,Leaving roundabout,Skidded,,,,,,,,,,,,,555412.5913,287353.985
4014,20140117,2014,1,17,Friday,1320,Slight,A,1139,'T'/staggered junctn,Day,Rain (no wind),Wet/damp,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,A1139 FRANK PERKINS PARKWAY JUNCTION C51 EASTFIELD RD,2,Pedal cycle,Going ahead,W,E,Mid jnctn - on rbout or main road,Did not skid,Car,Going ahead,S,N,Entering main road,Did not skid,,,,,,,520964.9322,300508.7895
4015,20150112,2015,1,12,Monday,1145,Slight,B,1052,Not at junction,Day,Rain (no wind),Wet/damp,30,N,N,N,N,N,N,N,Y,N,N,0,,0,,,,,B1052 HIGH ST LINTON EXACT LOC AND DIR OF TRAVEL UNKNOWN,2,Car,Reversing,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,Van/GV <=3.5t mgw,Waiting to go ahd but held up,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,555999.3181,246770.6719
4113,20130103,2013,1,3,Thursday,1640,Slight,A,428,'T'/staggered junctn,Dark,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A428 JUNCTION B1040 ELTISLEY JUNCTION,2,Car,Turning right,NE,N,Leaving main road,Did not skid,Car,Going ahead,SW,NE,Mid jnctn - on rbout or main road,Did not skid,,,,,,,527246.6216,260024.2181
4114,20140107,2014,1,7,Tuesday,815,Slight,C,235,'T'/staggered junctn,Day,Rain (no wind),Wet/damp,30,N,Y,N,N,N,N,N,N,N,N,0,,0,,,,,C235 CHERRY HINTON RD NR DERWENT CLOSE CAMBRIDGE,2,Car,Turning right,E,N,Leaving main road,Did not skid,Motorcycle <=50cc,Ovrtking statny veh on offsde,E,W,Approaching jnctn or waiting/parked,Did not skid,,,,,,,547596.1332,256387.899
4116,20160111,2016,1,11,Monday,813,Slight,B,1046,Cross roads,Day,Rain (no wind),Wet/damp,30,N,N,Y,N,N,N,N,N,N,N,0,,0,,,,,WEST STREET JUNCTION SOUTH ST COMBERTON,3,Car,Turning left,S,W,Entering main road,Did not skid,Car,Going ahead,E,W,Mid jnctn - on rbout or main road,Did not skid,Car,Waiting to turn right,W,S,Approaching jnctn or waiting/parked,Did not skid,538129.3272,256222.4963
4214,20140107,2014,1,7,Tuesday,1820,Slight,A,142,Not at junction,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A142 DEAN COTTAGE JUNCTION IRETONS WAY CHATTERIS,1,Car,Going ahead,SE,NW,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,540270.9983,285113.9962
4215,20150112,2015,1,12,Monday,1635,Slight,U,0,'T'/staggered junctn,Dark,Rain (no wind),Wet/damp,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,SOUTH ST JUNCTION CONEYGREE RD STANGROUND,2,Car,Going ahead,E,W,Entering main road,Did not skid,Car,Turning right,S,E,Leaving main road,Did not skid,,,,,,,520273.4189,296960.2253
4216,20160111,2016,1,11,Monday,2335,Slight,C,315,Not at junction,Dark,Uncoded,Wet/damp,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,LYNN RD NR TRAIN TRACK CROSSING ELY,1,Car,Going ahead left hand bend,E,SW,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,555076.2588,283432.5475
4312,20120104,2012,1,4,Wednesday,1520,Slight,C,249,Private drive/entry,Dark,Fine (no wind),Dry,20,Y,N,Y,N,N,N,N,N,N,N,0,,0,,,,,HIGH ST NO 106 NR BLACK BULL PH SAWSTON,2,Car,Moving off,W,E,Entering main road,Did not skid,Pedal cycle,Going ahead,N,S,Mid jnctn - on rbout or main road,Did not skid,,,,,,,548578.6807,249082.4601
4314,20140108,2014,1,8,Wednesday,951,Slight,A,10,Not at junction,Day,Fine (no wind),Wet/damp,50,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A10 600M WEST OF FOXTON RAIL CROSSING FOXTON,2,Car,Going ahead,SW,NE,"Not at,or within 20m of, junction",Did not skid,Car,Waiting to go ahd but held up,SW,NE,"Not at,or within 20m of, junction",Did not skid,,,,,,,540533.4716,248251.0781
4315,20150112,2015,1,12,Monday,1940,Slight,A,15,Roundabout,Dark,Uncoded,Wet/damp,70,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,A15 PASTON PARKWAY ROUNDABOUT GUNTHORPE RD PETERBOROUGH,2,Car,Going ahead,SE,W,Leaving roundabout,Did not skid,Pedal cycle,Going ahead,SE,W,Leaving roundabout,Did not skid,,,,,,,518771.6717,303198.5996
4316,20160111,2016,1,11,Monday,743,Serious,U,0,Not at junction,Day,Rain (no wind),Wet/damp,30,N,N,Y,Y,Y,N,N,N,N,N,1,Female,13,Serious, In c/w and crossing road,Crossing from driver's nearside,Towards S,QUEEN EDITHS WAY 25M EAST OF NETHERHALL SPORTS CENTRE,1,Car,Going ahead,SW,NE,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,548072.2278,255887.7821
4412,20120104,2012,1,4,Wednesday,1610,Serious,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,Y,N,N,N,N,N,1,Female,79,Serious, In c/w and crossing road,Crossing from driver's nearside,Towards N,EXETER RD JUNCTION PEVERIL RD PETERBOROUGH,1,Car,Reversing,W,E,Mid jnctn - on rbout or main road,Did not skid,,,,,,,,,,,,,519032.1497,300799.1264
4414,20140109,2014,1,9,Thursday,2139,Slight,C,285,Roundabout,Dark,Fine (no wind),Wet/damp,40,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,C285 BRETTON WAY JUNCTION  A47 PETERBOROUGH,2,Car,Moving off,N,E,Entering roundabout,Did not skid,Car,Going ahead,S,E,Leaving roundabout,Did not skid,,,,,,,517286.4559,301293.6249
4415,20150112,2015,1,12,Monday,1810,Slight,A,142,Not at junction,Dark,Raining & windy,Wet/damp,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A142 MEPAL RD 81M WEST OF B1381 ELY RD MEPAL,2,Car,Slow or stopping,W,E,"Not at,or within 20m of, junction",Did not skid,Car,Slow or stopping,W,E,"Not at,or within 20m of, junction",Did not skid,,,,,,,545119.0118,279325.7631
4416,20160112,2016,1,12,Tuesday,830,Serious,C,92,Not at junction,Day,Fine (no wind),Frost/Ice,60,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,C292 NEW RD ONE MILE NORTH A15 PETERBOROUGH,1,Car,Going ahead,NW,SE,"Not at,or within 20m of, junction",Skidded,,,,,,,,,,,,,515554.0284,292249.2238
4512,20120104,2012,1,4,Wednesday,1745,Slight,A,1303,Private drive/entry,Dark,Raining & windy,Wet/damp,40,N,Y,N,N,N,N,N,N,N,N,0,,0,,,,,A1303 MADINGLEY RD JUNCTION HIGH CROSS CAMBRIDGE,3,Car,Turning right,S,E,Mid jnctn - on rbout or main road,Did not skid,Motorcycle >50 <= 12,Ovrtking statny veh on offsde,E,W,Mid jnctn - on rbout or main road,Did not skid,Car,Going ahead,W,E,Approaching jnctn or waiting/parked,Did not skid,542499.3498,259290.978
4513,20130103,2013,1,3,Thursday,2153,Slight,C,235,'T'/staggered junctn,Dark,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,Y,N,N,0,,0,,,,,C285 WULFSTAN WAY JUNCTION CHERRY HINTON RD CAMBRIDGE,2,Van/GV <=3.5t mgw,Turning left,S,W,Entering main road,Did not skid,Pedal cycle,Going ahead,E,W,Mid jnctn - on rbout or main road,Did not skid,,,,,,,547373.731,256435.0955
112,20121231,2012,12,31,Monday,1649,Serious,A,1,Not at junction,Dark,Fine (no wind),Wet/damp,70,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A1 GREAT NORTH ROAD WOTHORPE,2,Car,Going ahead,SE,NW,"Not at,or within 20m of, junction",Skidded,Car,Waiting to go ahd but held up,SE,NW,"Not at,or within 20m of, junction",Did not skid,,,,,,,503317.8135,304974.1513
114,20140101,2014,1,1,Wednesday,110,Slight,A,605,Not at junction,Dark,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,A605 FLETTON AVE 50M SOUTH OF SPRINGFIELD LOC UNCLEAR,2,Pedal cycle,Going ahead,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,519377.3209,297236.0863
115,20150106,2015,1,6,Tuesday,1807,Slight,A,1260,Not at junction,Dark,Fine (no wind),Wet/damp,70,N,N,N,N,N,N,N,Y,N,N,0,,0,,,,,A1260 NORTHBOUND NENE PARKWAY EXACT LOC NOT KNOWN,2,Van/GV <=3.5t mgw,Slow or stopping,S,N,"Not at,or within 20m of, junction",Did not skid,Car,Waiting to go ahd but held up,S,N,"Not at,or within 20m of, junction",Did not skid,,,,,,,516769.1937,297138.7242
214,20140109,2014,1,9,Thursday,1830,Serious,A,10,Private drive/entry,Dark,Fine (no wind),Dry,60,N,N,Y,N,N,N,N,N,N,N,0,,0,,,,,A10 500M NORTH OF ELY RD MILTON,3,Car,Turning right,W,S,Entering main road,Did not skid,Car,Going ahead,N,S,Approaching jnctn or waiting/parked,Did not skid,Car,Going ahead,S,N,Approaching jnctn or waiting/parked,Did not skid,548602.1214,264110.8283
215,20150105,2015,1,5,Monday,1935,Slight,A,1134,'T'/staggered junctn,Dark,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,A1134 RIVER LANE JUNCTION NEWMARKET RD CAMBRIDGE,2,Car,Turning left,SW,NW,Leaving main road,Did not skid,Pedal cycle,Going ahead,SW,NE,Mid jnctn - on rbout or main road,Did not skid,,,,,,,546548.0376,258958.0833
216,20160105,2016,1,5,Tuesday,715,Slight,C,211,Not at junction,Dark,Fine (no wind),Dry,30,N,N,N,N,Y,N,N,N,N,N,1,Male,36,Slight, On footway/verge,Not known,Towards S,GREEN SIDE OUTSIDE ONE STOP WATERBEACH,1,Car,Moving off,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,549602.9976,265397.0002
313,20130101,2013,1,1,Tuesday,557,Slight,U,0,Not at junction,Dark,Fine (no wind),Wet/damp,30,N,N,N,N,Y,N,N,N,N,N,1,Male,40,Slight, In cntr c/w not on island,Not known,Standing still,CONEYGREE RD OUTSIDE NO 66 PETERBOROUGH,1,Car,Going ahead,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,520496.5303,296986.4278
314,20140110,2014,1,10,Friday,1940,Slight,A,1123,Cross roads,Dark,Fine (no wind),Wet/damp,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A1123 JUNCTION RAMSEY RD ST IVES,2,Car,Going ahead,NW,SE,Mid jnctn - on rbout or main road,Did not skid,Car,Going ahead,N,S,Entering main road,Did not skid,,,,,,,531164.3119,272235.4727
315,20150107,2015,1,7,Wednesday,900,Slight,A,1134,Cross roads,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,A1134 PERNE RD JUNCTION C280 BROOKFIELDS CAMBRIDGE,2,Pedal cycle,Moving off,N,S,Cleared jnctn or waiting/parked at,Did not skid,Car,Moving off,N,S,Cleared jnctn or waiting/parked at,Did not skid,,,,,,,547453.3618,257466.9001
316,20160101,2016,1,1,Friday,1444,Serious,A,47,Not at junction,Day,Fine (no wind),Wet/damp,70,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A47 SOKE PARKWAY 500M NORTH OF BRETTON GATE PETERBOROUGH,1,Car,Going ahead right hand bend,S,NE,"Not at,or within 20m of, junction",Skidded,,,,,,,,,,,,,516633.6779,300793.2781
412,20120101,2012,1,1,Sunday,1015,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,THISTEMOOR RD OS 65 A JUNCTION BELHAM RD PETERBOROUGH,1,Car,Turning left,SW,NW,Leaving main road,Did not skid,,,,,,,,,,,,,518382.7769,301233.5121
414,20140102,2014,1,2,Thursday,1400,Slight,A,1096,Roundabout,Day,Unknown,Wet/damp,40,N,N,N,N,Y,N,N,N,N,N,1,Female,68,Slight, In c/w and crossing road,Not known,Unknown,A1096 HARRISON WAY JUNCTION MEADOW LANE ST IVES,1,Car,Going ahead,N,S,Approaching jnctn or waiting/parked,Did not skid,,,,,,,,,,,,,531737.7724,271301.2401
415,20150107,2015,1,7,Wednesday,1745,Slight,C,284,Private drive/entry,Dark,Fine (no wind),Dry,30,Y,N,Y,N,N,N,N,N,N,N,0,,0,,,,,C284 NORTH RD WHITTLESFORD,2,Pedal cycle,Turning right,SE,NE,Leaving main road,Did not skid,Car,Ovrtking moving veh on offsde,S,N,Mid jnctn - on rbout or main road,Did not skid,,,,,,,546733.2876,248550.0425
416,20160102,2016,1,2,Saturday,905,Slight,A,605,Roundabout,Day,Rain (no wind),Wet/damp,30,Y,N,N,N,N,N,Y,N,N,N,0,,0,,,,,A605 WHITTLESEY RD JUNCTION A605 CARIDA STANGROUND,2,GV >= 7.5t mgw,Turning left,E,S,Leaving roundabout,Did not skid,Pedal cycle,Going ahead,E,W,Mid jnctn - on rbout or main road,Overturned,,,,,,,521963.2359,296051.1355
512,20120101,2012,1,1,Sunday,1310,Slight,A,1303,Not at junction,Day,Fine (no wind),Wet/damp,50,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A1303 ST NEOTS RD 300M WEST OF CAMBRIDGE RD COTON,1,Car,Going ahead right hand bend,E,NW,"Not at,or within 20m of, junction",Skidded,,,,,,,,,,,,,540996.6214,259386.6706
514,20140102,2014,1,2,Thursday,1748,Slight,B,645,Not at junction,Dark,Fine (no wind),Dry,60,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,B645 GREAT STAUGHTON  EXACT LOCATION NOT KNOWN,1,Car,Going ahead right hand bend,E,W,"Not at,or within 20m of, junction",Skidded/ovrtn,,,,,,,,,,,,,514006.5871,264202.4621
515,20150106,2015,1,6,Tuesday,815,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,Y,N,Y,N,N,N,N,N,N,N,0,,0,,,,,GUNTHORPE RD NEAR NORWOOD PRIMARY SCHOOL PETERBOROUGH,2,Pedal cycle,Changing lane to right,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,518550.7865,303000.5363
516,20160102,2016,1,2,Saturday,820,Slight,A,142,Roundabout,Day,Fine (no wind),Wet/damp,60,N,Y,N,N,N,Y,N,N,N,N,0,,0,,,,,A142 IRETONS WAY JUNCTION BLOCK FEN DROVE CHATTERIS,1,Motorcycle >50 <= 12,Going ahead right hand bend,NW,SE,Entering roundabout,Skidded,,,,,,,,,,,,,542017.6816,283411.4636
614,20140102,2014,1,2,Thursday,910,Slight,U,0,Not at junction,Day,Fine (no wind),Wet/damp,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,DUCK LANE OUTSIDE NO 99 ST NEOTS,2,Car,Going ahead,NW,SE,"Not at,or within 20m of, junction",Did not skid,Car,Parked,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,518876.5736,259788.0257
615,20150106,2015,1,6,Tuesday,1850,Slight,B,1090,'T'/staggered junctn,Dark,Uncoded,Dry,50,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,B1090 SAWTRY WAY WYTON LOC AND DIR OF TRAVEL UNKNOWN,2,Car,Turning left,N,W,Entering main road,Did not skid,Pedal cycle,Going ahead,N,S,Mid jnctn - on rbout or main road,Overturned,,,,,,,528443.3922,273426.5217
616,20160105,2016,1,5,Tuesday,1059,Slight,B,645,Not at junction,Day,Rain (no wind),Wet/damp,60,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,B645 HAIL WESTON 50M NW OF HIGH STREET,1,Car,Going ahead right hand bend,NW,SE,"Not at,or within 20m of, junction",Skidded,,,,,,,,,,,,,516566.5219,261829.3214
712,20120101,2012,1,1,Sunday,2045,Slight,A,47,Roundabout,Dark,Fine (no wind),Dry,60,N,N,N,N,N,N,N,Y,N,N,0,,0,,,,,A47 EYE RD JUNCTION A16 CROWLAND BYPASS PETERBOROUGH,2,Van/GV <=3.5t mgw,Going ahead,SW,NE,Entering roundabout,Did not skid,Car,Going ahead,W,E,Mid jnctn - on rbout or main road,Did not skid,,,,,,,520433.6617,302401.7377
714,20140103,2014,1,3,Friday,935,Slight,B,671,Not at junction,Day,Fine (no wind),Wet/damp,60,N,Y,N,N,N,Y,N,N,N,N,0,,0,,,,,B671 ELTON RD 250M NORTH OF B671 WANSFORD RD ELTON,1,Motorcycle >50 <= 12,Going ahead right hand bend,NW,SE,"Not at,or within 20m of, junction",Skidded/ovrtn,,,,,,,,,,,,,509131.4721,295863.7191
715,20150115,2015,1,15,Thursday,1010,Slight,B,1085,'T'/staggered junctn,Day,Fine (no wind),Wet/damp,60,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,B1085 LOW PARK CORNER JUNCTION C149 LA HOGUE RD CHIPPENHAM,1,Car,Going ahead left hand bend,NW,E,Mid jnctn - on rbout or main road,Skidded/ovrtn,,,,,,,,,,,,,567223.8475,268942.6352
716,20160105,2016,1,5,Tuesday,1155,Slight,A,14,Not at junction,Day,Fine (no wind),Wet/damp,70,N,N,N,N,N,Y,Y,Y,N,N,0,,0,,,,,A14 GIRTON 31M WEST OF M11 CAMBRIDGE,3,GV >= 7.5t mgw,Slow or stopping,Parked,Parked,"Not at,or within 20m of, junction",Skidded,Van/GV <=3.5t mgw,Slow or stopping,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,GV >= 7.5t mgw,Slow or stopping,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,541558.6708,261061.3612
814,20140103,2014,1,3,Friday,1530,Slight,A,14,Not at junction,Day,Fine (no wind),Wet/damp,60,N,N,Y,N,N,N,N,N,N,N,0,,0,,,,,A14 CLOVER LEAF A428 GIRTON,1,Car,Going ahead left hand bend,NW,E,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,541471.8833,261171.9896
815,20150115,2015,1,15,Thursday,800,Slight,C,58,'T'/staggered junctn,Day,Fine (no wind),Dry,30,Y,N,Y,N,N,N,N,N,N,N,0,,0,,,,,C58 DOGSTHORPE RD 10M WEST OF QUEENS DRIVE WEST PETERBOROUGH,2,Pedal cycle,Going ahead,SE,NW,Cleared jnctn or waiting/parked at,Did not skid,Car,Going ahead,NE,SW,Cleared jnctn or waiting/parked at,Did not skid,,,,,,,519229.2726,300166.7074
816,20160103,2016,1,3,Sunday,2355,Slight,A,1303,Roundabout,Dark,Fine (no wind),Wet/damp,50,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A1303 JUNCTION A14 STOW CUM QUY,1,Car,Going ahead right hand bend,Parked,Parked,Mid jnctn - on rbout or main road,Did not skid,,,,,,,,,,,,,551492.3781,259718.1257
912,20120102,2012,1,2,Monday,1315,Slight,B,1428,Not at junction,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,CAMBRIDGE ST OS NO 11 30M EAST OF HIGH ST ST NEOTS,3,Car,Going ahead,E,W,"Not at,or within 20m of, junction",Did not skid,Car,Waiting to go ahd but held up,E,W,"Not at,or within 20m of, junction",Did not skid,Car,Waiting to go ahd but held up,E,W,"Not at,or within 20m of, junction",Did not skid,518580.3781,260320.7732
914,20140103,2014,1,3,Friday,1330,Slight,U,0,Roundabout,Day,Raining & windy,Wet/damp,40,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,BOONGATE ENTERING ROUNDABOUT PETERBOROUGH,2,Car,Going ahead,W,E,Approaching jnctn or waiting/parked,Did not skid,Car,Waiting to go ahd but held up,W,E,Approaching jnctn or waiting/parked,Did not skid,,,,,,,520451.0505,299131.6037
915,20150114,2015,1,14,Wednesday,1310,Serious,A,142,Not at junction,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,Y,N,N,N,0,,0,,,,,A142 SUTTON RD 1000M EAST OF A1421 HADDENHAM RD WITCHAM TOLL,1,GV >3.5 < 7.5t mgw,Going ahead,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,547411.8396,279055.4605
916,20160104,2016,1,4,Monday,1655,Slight,U,0,'T'/staggered junctn,Dark,Fine (no wind),Wet/damp,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,HOSTMOOR AVE JUNCTION MELBURNE AVE MARCH,2,Car,Going ahead,W,E,Leaving main road,Did not skid,Car,Going ahead right hand bend,N,W,Mid jnctn - on rbout or main road,Did not skid,,,,,,,540860.1987,298097.4497
1012,20120102,2012,1,2,Monday,1240,Slight,C,244,Cross roads,Day,Fine (no wind),Dry,40,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,CAMPS RD BARTLOW JUNCTION DEANS RD,2,Car,Going ahead,E,NW,Entering main road,Did not skid,Car,Going ahead,S,N,Mid jnctn - on rbout or main road,Skidded,,,,,,,558430.9268,245254.6958
