Reference,Date,Year,Month,Day,Day,Time,Severity,Road_Class,Main_rd_no,Junction Detail,Light,Weather,Surface,Speed_limit,Cycle,TWMV,Child,Child_Pedestrian,Ped,Skid,HGV,LGV,PSV,School Journey,,Pedestrian-1_Sex,Pedestrian_1_Age,Pedestrian_1_Severity,Pedestria_1_Location,Pedestrian-1_Movement,Pedestrian_1_Mov_To,Location,Number_Vehicles,Vehicle_1_Type,Vehicle_1_Manouvres,Vehicle_1_From_Direction,Vehicle_1_To_Direction,Vehicle_1_Location,Vehicle_1_Skidding,Vehicle_2_Type,Vehicle_2_Manouvres,Vehicle_2_From_Direction,Vehicle_2_To_Direction,Vehicle_2_Location,Vehicle_ 2_Skidding,Vehicle_3_Type,V3_Manouvres,V3_From_Direction,V3_To_Direction,V3_Location,V3_Skidding,Easting,Northing
20500017,20170612,2017,6,12,Monday,644,Slight,U,0,Roundabout,Day,Fine (no wind),Dry,40,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,BOONGATE AT JN WITH EASTFIELD ROAD,2,Car,Moving off,E,W,Entering roundabout,Did not skid,Car,Slow or stopping,E,W,Entering roundabout,Did not skid,,,,,,,519738.9988,299091.9951
20503617,20170716,2017,7,16,Sunday,840,Serious,A,1134,'T'/staggered junctn,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,TRAVEL LODGE NEWMARKET ROAD A1134 AT JN WITH COLDHAMS LANE,2,Car,Turning left,SE,W,Entering main road,Did not skid,Pedal cycle,Going ahead,NE,W,Mid jnctn - on rbout or main road,Did not skid,,,,,,,546493.9994,258928.0019
20504817,20170713,2017,7,13,Thursday,1255,Slight,B,1093,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,HIGH STREET B1093 AT JN WITH PARK ROAD,3,Car,Moving off,SE,NW,Mid jnctn - on rbout or main road,Did not skid,Car,Going ahead,NE,SW,Mid jnctn - on rbout or main road,Did not skid,Ridden horse,Going ahead,SW,NE,Approaching jnctn or waiting/parked,Did not skid,547834.0033,289354.0025
20509417,20170722,2017,7,22,Saturday,29,Slight,U,0,Cross roads,Dark,Rain (no wind),Wet/damp,30,N,N,N,N,Y,N,N,N,N,N,1,Male,0,Slight, In c/w not crossing,In c/w standing/playing,Standing still,MOOR HEN PUB WEST LAKE AVENUE NEAR JN WITH CHARLTON CRESCENT,2,GV - unknown weight,Going ahead,W,E,Cleared jnctn or waiting/parked at,Did not skid,Taxi/private hire ca,Parked,Parked,Parked,Approaching jnctn or waiting/parked,Did not skid,,,,,,,516906.004,294120.998
20510817,20170720,2017,7,20,Thursday,752,Slight,B,1093,Not at junction,Day,Fine (no wind),Wet/damp,30,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,74 STATION ROAD B1093,2,Car,Going ahead left hand bend,SE,NW,"Not at,or within 20m of, junction",Skidded,Car,Parked,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,527328.0004,296600.9981
20513617,20170722,2017,7,22,Saturday,1545,Slight,B,1041,Cross roads,Day,Rain (no wind),Wet/damp,30,N,N,N,N,Y,N,N,N,N,N,1,Male,0,Slight, In c/w on pedestrian Xing,Crossing from driver's offside,Towards W,TRAFFIC LIGHTS NEW STREET B1041 AT JN WITH HIGH STREET B1428,1,Car,Turning left,W,N,Cleared jnctn or waiting/parked at,Did not skid,,,,,,,,,,,,,518301.0024,260268.998
20555317,20170526,2017,5,26,Friday,928,Serious,U,0,Cross roads,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,BROOKLANDS AVENUE AT JN WITH HILLS ROAD A1307,2,GV - unknown weight,Turning left,W,NW,Entering main road,Did not skid,Pedal cycle,Going ahead,W,NE,Entering main road,Did not skid,,,,,,,545931.9996,257038.0029
20559017,20170720,2017,7,20,Thursday,900,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,OUTSIDE POST OFFICE HIGH STREET,2,Taxi/private hire ca,Parked,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,Pedal cycle,Ovrtking statny veh on offsde,NE,SW,"Not at,or within 20m of, junction",Did not skid,,,,,,,546220.9972,259838.0014
20563717,20170723,2017,7,23,Sunday,1545,Slight,U,0,Not at junction,Day,Fine (no wind),Wet/damp,20,N,N,Y,Y,Y,N,N,N,N,N,1,Male,4,Slight, In c/w not crossing,Not known,Towards NE,TRUMPINGTON STREET,1,Taxi/private hire ca,Going ahead,SE,NW,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,545008.0003,257866.9956
20564817,20170728,2017,7,28,Friday,1541,Fatal,U,0,Not at junction,Day,Fine (no wind),Dry,30,N,Y,N,N,N,N,N,N,N,N,0,,0,,,,,OUTSIDE NUMBER 117 GUNTHORPE ROAD,1,Motorcycle >125 <=50,Going ahead,E,W,"Not at,or within 20m of, junction",Overturned,,,,,,,,,,,,,518351.0005,302973.0041
20573517,20170725,2017,7,25,Tuesday,1230,Slight,A,1134,Not at junction,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,LONG ROAD A1134,2,Car,Going ahead,N,S,"Not at,or within 20m of, junction",Did not skid,Pedal cycle,Going ahead,E,W,"Not at,or within 20m of, junction",Did not skid,,,,,,,544878.9981,255708.0036
20585817,20170527,2017,5,27,Saturday,38,Serious,A,1198,Mini-roundabout,Dark,Fine (no wind),Dry,30,N,Y,N,N,N,N,N,N,N,N,0,,0,,,,,OLD NORTH ROAD A1198 AT JN WITH CHESTNUT LANE,2,Car,Going ahead,E,SE,Entering roundabout,Did not skid,Motorcycle >500cc,Going ahead,NW,SE,Mid jnctn - on rbout or main road,Did not skid,,,,,,,534506.9998,244422.0042
20594517,20170725,2017,7,25,Tuesday,855,Slight,U,0,Roundabout,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,WELLINGTON STREET AT JN WITH ST JOHNS STREET,2,Car,Going ahead,N,S,Approaching jnctn or waiting/parked,Did not skid,Car,Waiting to go ahd but held up,N,S,Approaching jnctn or waiting/parked,Did not skid,,,,,,,519661.0005,298977.9977
20598717,20170726,2017,7,26,Wednesday,225,Slight,U,0,'T'/staggered junctn,Dark,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,"KIRKGATE STREET, WALSOKEN NEAR JN WITH GRIMMERS ROAD, WALSOK",2,Car,Ovrtking moving veh on offsde,SE,NW,Approaching jnctn or waiting/parked,Did not skid,Pedal cycle,Going ahead,SE,NW,Approaching jnctn or waiting/parked,Did not skid,,,,,,,547446.9966,310533.9998
20601517,20170724,2017,7,24,Monday,1800,Slight,A,1303,'T'/staggered junctn,Day,Rain (no wind),Wet/damp,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,NEWMARKET ROAD A1303 AT JN WITH DITTON LANE B1047,2,Car,Going ahead,W,E,Approaching jnctn or waiting/parked,Did not skid,Car,Waiting to go ahd but held up,W,E,Approaching jnctn or waiting/parked,Did not skid,,,,,,,548078.997,259334.9954
20607517,20170724,2017,7,24,Monday,1920,Slight,A,47,'T'/staggered junctn,Day,Fine (no wind),Wet/damp,60,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,WISBECH ROAD A47 NEAR JN WITH KNARR FEN ROAD,2,Car,Going ahead,W,E,Approaching jnctn or waiting/parked,Skidded,Car,Slow or stopping,W,E,Approaching jnctn or waiting/parked,Did not skid,,,,,,,532205.0035,304274.0017
20607917,20170726,2017,7,26,Wednesday,1650,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,O/S BRAMPTON INSTITUTE HIGH STREET,2,Mobility scooter,Waiting to go ahd but held up,W,E,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,N,S,"Not at,or within 20m of, junction",Did not skid,,,,,,,521185.0011,270774.001
20613617,20170723,2017,7,23,Sunday,1100,Serious,U,0,Not at junction,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,TAVERNERS ROAD,2,Car,Ovrtking moving veh on offsde,W,E,"Not at,or within 20m of, junction",Did not skid,Pedal cycle,Going ahead,W,E,"Not at,or within 20m of, junction",Overturned,,,,,,,518615.9967,299861.0049
20614117,20170724,2017,7,24,Monday,1024,Slight,B,1411,Not at junction,Day,Rain (no wind),Wet/damp,60,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,B1411,1,Car,Going ahead right hand bend,S,N,"Not at,or within 20m of, junction",Skidded/ovrtn,,,,,,,,,,,,,553352.0022,282807.9963
20622217,20170720,2017,7,20,Thursday,1916,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,60,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,"NORTHFIELD ROAD NEAR JN WITH BROADHILL DROVE, SOHAM",1,Car,Going ahead left hand bend,SE,N,"Not at,or within 20m of, junction",Skidded,,,,,,,,,,,,,559180.9965,276754.999
20625017,20170726,2017,7,26,Wednesday,1238,Slight,A,142,Not at junction,Day,Rain (no wind),Wet/damp,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,STUNTNEY CAUSEWAY A142,3,Car,Going ahead,NW,SE,"Not at,or within 20m of, junction",Did not skid,Car,Waiting to go ahd but held up,NW,SE,"Not at,or within 20m of, junction",Did not skid,Car,Waiting to go ahd but held up,NW,SE,"Not at,or within 20m of, junction",Did not skid,554543.9989,279298.001
20627717,20170727,2017,7,27,Thursday,1601,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,N,N,N,N,Y,N,N,N,N,N,1,Female,18,Slight, In c/w and crossing road,Crossing from driver's offside (masked),Towards S,1 - TOWN COUNCIL NORTH BRINK,1,Car,Going ahead,E,W,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,545997.0036,309668.9974
20628617,20170524,2017,5,24,Wednesday,1415,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,OUTSIDE BP PETROL STATION ST. JOHNS STREET,2,Car,Going ahead,S,N,"Not at,or within 20m of, junction",Did not skid,Pedal cycle,Slow or stopping,S,N,"Not at,or within 20m of, junction",Did not skid,,,,,,,519619.9978,298832.9992
20628817,20170726,2017,7,26,Wednesday,1132,Slight,A,47,Roundabout,Day,Fine (no wind),Wet/damp,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,EYE ROAD A47 NEAR JN WITH WELLAND ROAD A16,2,Car,Changing lane to left,E,W,Mid jnctn - on rbout or main road,Did not skid,GV - unknown weight,Going ahead,E,W,Mid jnctn - on rbout or main road,Did not skid,,,,,,,520459.9964,302355.001
20646217,20170801,2017,8,1,Tuesday,422,Fatal,B,1040,Not at junction,Dark,Fine (no wind),Dry,60,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,108 RAMSEY ROAD B1040,2,Car,Going ahead,N,S,"Not at,or within 20m of, junction",Skidded,Car,Going ahead,S,N,"Not at,or within 20m of, junction",Skidded,,,,,,,526443.0002,294735.0022
20650517,20170520,2017,5,20,Saturday,1649,Slight,A,141,Not at junction,Day,Rain (no wind),Wet/damp,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A141,1,Car,Ovrtking moving veh on offsde,SW,NE,"Not at,or within 20m of, junction",Overturned,,,,,,,,,,,,,535128.999,283207.0021
20661217,20170710,2017,7,10,Monday,1635,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,40,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,CARR ROAD AT JN WITH PADHOLME ROAD EAST,2,Car,Turning right,E,N,Entering main road,Did not skid,Pedal cycle,Ovrtking statny veh on offsde,N,S,Approaching jnctn or waiting/parked,Did not skid,,,,,,,520655.0003,299196.995
20661317,20170302,2017,3,2,Thursday,750,Serious,B,1162,Not at junction,Day,Fine (no wind),Dry,30,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,B1162 DEEPING ST JAMES ROAD 140M SOUTH OF RIPPONS DROVE,3,Car,Going ahead left hand bend,SW,N,"Not at,or within 20m of, junction",Skidded,Car,Going ahead right hand bend,N,SW,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,N,SW,"Not at,or within 20m of, junction",Did not skid,515116.0013,308635.0034
20669217,20170711,2017,7,11,Tuesday,2010,Slight,U,0,'T'/staggered junctn,Dark,Rain (no wind),Wet/damp,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,ST MARTINS STREET AT JN WITH VICTORIA STREET,2,Car,Moving off,NE,SW,Mid jnctn - on rbout or main road,Did not skid,Car,Going ahead,W,E,Approaching jnctn or waiting/parked,Did not skid,,,,,,,519011.9988,300165.9976
20680417,20170712,2017,7,12,Wednesday,1238,Slight,U,0,Cross roads,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,HILDERSHAM ROAD AT JN WITH BEACH ROAD,2,Car,Going ahead,NW,SE,Mid jnctn - on rbout or main road,Did not skid,Car,Moving off,SW,NE,Mid jnctn - on rbout or main road,Did not skid,,,,,,,554677.9976,248941.0006
20689517,20170708,2017,7,8,Saturday,840,Serious,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,HIGH STREET AT JN WITH FEN ROAD,2,Car,Turning left,SE,SW,Cleared jnctn or waiting/parked at,Did not skid,Pedal cycle,Going ahead,NE,SW,Mid jnctn - on rbout or main road,Did not skid,,,,,,,547817.0019,262880.0006
20692417,20170727,2017,7,27,Thursday,1249,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,BROOKLANDS AVENUE,2,Car,Moving off,S,N,"Not at,or within 20m of, junction",Did not skid,Pedal cycle,Going ahead,E,W,"Not at,or within 20m of, junction",Did not skid,,,,,,,545581.9967,256973.0015
20693717,20170721,2017,7,21,Friday,1719,Slight,A,141,'T'/staggered junctn,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A141 AT JN WITH RAMSEY ROAD,2,Car,Turning right,E,N,Mid jnctn - on rbout or main road,Did not skid,Car,Going ahead,N,S,Approaching jnctn or waiting/parked,Did not skid,,,,,,,529734.9975,277542.0037
20697317,20170722,2017,7,22,Saturday,2255,Slight,B,1090,Not at junction,Dark,Fine (no wind),Wet/damp,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,B1090,1,Car,Going ahead left hand bend,N,S,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,526984.9976,275065.0027
20698617,20170722,2017,7,22,Saturday,1728,Slight,A,1303,Not at junction,Day,Rain (no wind),Wet/damp,50,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,NEWMARKET ROAD A1303,1,Car,Going ahead right hand bend,N,W,"Not at,or within 20m of, junction",Skidded,,,,,,,,,,,,,551471.9963,259423.0002
20706917,20170725,2017,7,25,Tuesday,1745,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,WHITECROFT ROAD,2,GV - unknown weight,Going ahead,NW,SE,"Not at,or within 20m of, junction",Did not skid,Car,Waiting to go ahd but held up,NW,SE,"Not at,or within 20m of, junction",Did not skid,,,,,,,537055.004,246232.9958
20707717,20170726,2017,7,26,Wednesday,1902,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,412 THORPE ROAD AT JN WITH HOLYWELL WAY,2,Car,Turning right,SW,SE,Entering main road,Did not skid,Car,Going ahead,SE,NW,Mid jnctn - on rbout or main road,Did not skid,,,,,,,515934.002,298637.995
20711117,20170727,2017,7,27,Thursday,1945,Serious,U,0,Not at junction,Day,Fine (no wind),Dry,60,N,Y,N,N,N,Y,N,N,N,N,0,,0,,,,,ELTISLEY ROAD,1,Motorcycle >500cc,Going ahead left hand bend,S,NW,"Not at,or within 20m of, junction",Skidded,,,,,,,,,,,,,527019.0002,257885.0004
20716717,20170728,2017,7,28,Friday,2104,Slight,U,0,Roundabout,Dark,Fine (no wind),Wet/damp,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,VICTORIA AVENUE AT JN WITH SHORT STREET,2,Pedal cycle,Going ahead,S,N,Mid jnctn - on rbout or main road,Did not skid,Taxi/private hire ca,Going ahead,N,S,Mid jnctn - on rbout or main road,Did not skid,,,,,,,545453.0028,258750.0028
20720417,20170528,2017,5,28,Sunday,1649,Serious,A,505,Not at junction,Day,Fine (no wind),Dry,60,N,Y,N,N,N,N,N,Y,N,N,0,,0,,,,,PET CREMATORIUM A505,3,Motorcycle >500cc,Going ahead,SW,NE,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,SW,NE,"Not at,or within 20m of, junction",Did not skid,Van/GV <=3.5t mgw,Going ahead,NE,SW,"Not at,or within 20m of, junction",Did not skid,544400.9989,244764.996
20742917,20170730,2017,7,30,Sunday,1343,Slight,A,1134,Roundabout,Day,Fine (no wind),Dry,30,Y,N,Y,N,N,N,N,N,N,N,0,,0,,,,,ELIZABETH WAY A1134 AT JN WITH MILTON ROAD A1134,2,Car,Moving off,SE,NW,Entering roundabout,Did not skid,Pedal cycle,Going ahead,NE,SW,Mid jnctn - on rbout or main road,Did not skid,,,,,,,545749.9981,260004.0039
20745817,20170730,2017,7,30,Sunday,1600,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,STEAM HOUSE FARM PETERBOROUGH ROAD,2,Car,U-turning,N,N,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,N,S,"Not at,or within 20m of, junction",Did not skid,,,,,,,523344.0033,306663.9976
20767317,20170619,2017,6,19,Monday,1630,Slight,U,0,Roundabout,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,BOONGATE AT JN WITH ST JOHNS STREET,2,Car,Moving off,E,W,Entering roundabout,Did not skid,Car,Slow or stopping,E,W,Entering roundabout,Did not skid,,,,,,,519734.9999,299105.0013
20805517,20170731,2017,7,31,Monday,1209,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,Y,N,N,N,N,N,N,N,N,0,,0,,,,,MOUNT PLEASANT ROAD AT JN WITH EDINBURGH DRIVE,2,GV - unknown weight,Turning right,SE,NE,Mid jnctn - on rbout or main road,Did not skid,Motorcycle >500cc,Ovrtking moving veh on offsde,SE,NW,Approaching jnctn or waiting/parked,Overturned,,,,,,,546254.0022,310571.9989
20809217,20170804,2017,8,4,Friday,1800,Slight,A,14,'T'/staggered junctn,Day,Fine (no wind),Dry,70,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A14 AT JN WITH NEW ROAD,2,GV - unknown weight,Turning left,N,E,Entering main road,Did not skid,Car,Going ahead,W,E,Approaching jnctn or waiting/parked,Did not skid,,,,,,,528154.9965,269682.0036
20813117,20170408,2017,4,8,Saturday,1958,Serious,U,0,Not at junction,Day,Fine (no wind),Dry,20,N,N,Y,Y,Y,Y,N,N,N,N,1,Female,15,Serious, On footway/verge,Walking along back to traffic,Unknown,BRIDAL PATH ORCHARD WAY,1,Motorcycle - unknown,Going ahead,S,N,"Not at,or within 20m of, junction",Skidded/ovrtn,,,,,,,,,,,,,531339.9976,259389.9996
20817217,20170731,2017,7,31,Monday,1030,Slight,A,14,Not at junction,Day,Fine (no wind),Dry,70,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A14,2,Car,Going ahead,NW,SE,"Not at,or within 20m of, junction",Did not skid,GV - unknown weight,Slow or stopping,NW,SE,"Not at,or within 20m of, junction",Skidded,,,,,,,526879.9967,270045.9994
20819517,20170731,2017,7,31,Monday,1751,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,ROUNDABOUT 5 BOONGATE,2,Car,Turning right,S,N,"Not at,or within 20m of, junction",Did not skid,Car,Turning right,S,N,"Not at,or within 20m of, junction",Did not skid,,,,,,,520451.001,299050.9968
20822417,20170520,2017,5,20,Saturday,1730,Slight,A,47,Not at junction,Day,Rain (no wind),Wet/damp,70,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,SOKE PARKWAY A47 BETWEEN BRETTON GATE AND BRETTON WAY JUNCTI,1,Car,Going ahead right hand bend,SW,NE,"Not at,or within 20m of, junction",Skidded/ovrtn,,,,,,,,,,,,,516634.9971,300803.995
20825817,20170628,2017,6,28,Wednesday,637,Serious,B,645,Not at junction,Day,Fine (no wind),Wet/damp,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,HIGH STREET B645,2,Car,Going ahead,SE,NW,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,NW,SE,"Not at,or within 20m of, junction",Did not skid,,,,,,,507002.0037,269319.9972
20828417,20170714,2017,7,14,Friday,1458,Slight,A,14,Not at junction,Day,Fine (no wind),Dry,70,N,N,Y,N,N,N,N,N,Y,N,0,,0,,,,,746 JUNC 24 A14,2,Bus or coach >16 sea,Going ahead,W,E,"Not at,or within 20m of, junction",Did not skid,GV - unknown weight,Waiting to go ahd but held up,W,E,"Not at,or within 20m of, junction",Did not skid,,,,,,,525544,270551.0048
20834917,20170719,2017,7,19,Wednesday,928,Slight,U,0,Roundabout,Day,Fine (no wind),Dry,40,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,GRESLEY WAY AT JN WITH BRETTON GATE,2,Car,Going ahead,N,S,Approaching jnctn or waiting/parked,Did not skid,Car,Slow or stopping,N,S,Approaching jnctn or waiting/parked,Did not skid,,,,,,,517605.0038,300011.002
20837317,20170720,2017,7,20,Thursday,1250,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,20,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,167 CHERRY HINTON ROAD,2,GV - unknown weight,Turning left,W,N,"Not at,or within 20m of, junction",Did not skid,Pedal cycle,Going ahead,W,E,"Not at,or within 20m of, junction",Did not skid,,,,,,,546690.001,256590.0011
20838717,20170614,2017,6,14,Wednesday,2142,Serious,U,0,'T'/staggered junctn,Dark,Fine (no wind),Dry,30,N,N,N,N,Y,N,N,N,N,N,1,Male,27,Serious, In c/w and crossing road,Crossing from driver's offside,Towards W,WEST STREET AT JN WITH ST PETERS ROAD,1,Car,Going ahead,S,N,Approaching jnctn or waiting/parked,Did not skid,,,,,,,,,,,,,546402.001,309368.0036
20839517,20170721,2017,7,21,Friday,1014,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,OXNEY ROAD AT JN WITH REEVES WAY,1,Car,Turning right,S,E,Entering main road,Overturned,,,,,,,,,,,,,520791.0026,300538.0011
20840717,20170726,2017,7,26,Wednesday,355,Slight,A,14,Not at junction,Dark,Fine (no wind),Dry,70,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A14,2,Car,Going ahead,W,E,"Not at,or within 20m of, junction",Did not skid,GV - unknown weight,Parked,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,547919.0016,261771.9978
20842617,20170701,2017,7,1,Saturday,1049,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,N,N,N,N,Y,N,N,N,N,N,1,Male,76,Slight, In c/w and crossing road,Crossing from driver's offside (masked),Unknown,97 HIGH STREET,1,Car,Reversing,NW,SE,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,520952.0039,270987
20850617,20170713,2017,7,13,Thursday,2010,Slight,A,14,Not at junction,Day,Fine (no wind),Dry,70,N,N,Y,N,N,Y,N,N,N,N,0,,0,,,,,JUNCTION 36 EASTBOUND A14,1,Car,Going ahead,W,E,"Not at,or within 20m of, junction",Skidded/ovrtn,,,,,,,,,,,,,551525.0038,259660.0024
20855217,20170721,2017,7,21,Friday,800,Serious,B,1103,Not at junction,Day,Fine (no wind),Dry,60,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,AT BROW OF HILL NEAR HILL FARM NEWMARKET ROAD B1103,2,Car,Ovrtking moving veh on offsde,NW,SE,"Not at,or within 20m of, junction",Did not skid,Pedal cycle,Going ahead,NW,SE,"Not at,or within 20m of, junction",Did not skid,,,,,,,559825.9994,266138.9978
20858617,20170727,2017,7,27,Thursday,1500,Slight,U,0,Not at junction,Day,Rain (no wind),Wet/damp,30,N,N,N,N,Y,N,N,N,N,N,1,Female,66,Slight, In c/w within 50m of Xing,Crossing from driver's offside,Towards NW,TESCO RECTORY TERRACE CHERRY HINTON,2,Car,Reversing,NE,SW,"Not at,or within 20m of, junction",Did not skid,Car,Parked,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,548706.9986,256600.998
20863417,20170619,2017,6,19,Monday,1400,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,N,Y,N,N,N,N,N,N,N,N,0,,0,,,,,HOMEBASE PADHOLME ROAD EAST,2,Car,Turning right,W,S,"Not at,or within 20m of, junction",Did not skid,Motorcycle >500cc,Going ahead,E,W,"Not at,or within 20m of, junction",Did not skid,,,,,,,520724.0033,299188.9973
20866217,20170801,2017,8,1,Tuesday,710,Slight,B,1042,Not at junction,Day,Fine (no wind),Dry,60,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,B1042,2,Car,Going ahead,,,"Not at,or within 20m of, junction",Did not skid,Pedal cycle,Going ahead,,,"Not at,or within 20m of, junction",Did not skid,,,,,,,532714.0041,248824.0041
20880317,20170802,2017,8,2,Wednesday,2200,Slight,U,0,Not at junction,Dark,Fine (no wind),Wet/damp,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,SYMONDS LANE,2,Pedal cycle,Going ahead,NW,SE,"Not at,or within 20m of, junction",Did not skid,Car,Parked,,,"Not at,or within 20m of, junction",Did not skid,,,,,,,556099.0009,246926.9971
20881717,20170802,2017,8,2,Wednesday,1635,Slight,U,0,Mini-roundabout,Day,Fine (no wind),Wet/damp,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,HIGH STREET AT JN WITH FISHERS LANE,2,Car,Moving off,NE,SE,Entering roundabout,Did not skid,Pedal cycle,Turning right,SW,SE,Leaving roundabout,Did not skid,,,,,,,548815.9983,256714.9954
20885117,20170619,2017,6,19,Monday,820,Serious,A,1309,'T'/staggered junctn,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,HIGH STREET A1309 AT JN WITH CHURCH LANE,2,Pedal cycle,Going ahead,S,N,Mid jnctn - on rbout or main road,Did not skid,Pedal cycle,Turning right,N,SW,Mid jnctn - on rbout or main road,Did not skid,,,,,,,544558.999,255102.9968
20886217,20170622,2017,6,22,Thursday,605,Slight,B,1050,Roundabout,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,HATTONS ROAD B1050 AT JN WITH HUNTINGDON ROAD A14,2,Car,Moving off,NE,SW,Entering roundabout,Did not skid,Car,Slow or stopping,NE,SW,Entering roundabout,Did not skid,,,,,,,538304.9965,264174.9999
20886717,20170630,2017,6,30,Friday,1830,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,20,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,YORK STREET AT JN WITH ABBEY WALK,2,Car,Going ahead,SE,NW,Mid jnctn - on rbout or main road,Did not skid,Pedal cycle,Turning right,SW,SE,Mid jnctn - on rbout or main road,Did not skid,,,,,,,546391.0021,258623.9989
